,100 Bytes,500 Bytes,1000 Bytes,2000 Bytes,3000 Bytes,4000 Bytes,5000 Bytes,6000 Bytes,7000 Bytes
357,6.769,5.839,5.985,6.363,7.645,8.101,9.675,9.58,8.931
358,5.772,5.791,6.05,6.415,6.63,8.229,9.705,9.518,9.888
359,5.802,6.833,7.23,7.378,6.482,8.292,8.626,9.65,9.946
360,5.793,6.833,7.001,7.394,7.297,9.245,8.614,8.511,8.821
361,6.782,5.831,5.929,6.346,7.257,9.242,8.619,8.5,8.795
362,6.728,5.875,5.964,6.292,7.259,8.3,9.635,9.677,8.778
363,5.8,5.827,6.02,6.329,6.278,8.519,9.609,9.684,10.001
364,5.788,6.787,7.254,7.342,6.192,8.278,8.667,8.537,9.769
365,5.749,6.956,7.026,7.433,7.197,9.269,8.583,8.601,10.768
366,6.755,6.021,5.963,6.673,7.213,9.303,9.271,9.519,8.764
367,6.72,6.045,5.996,6.314,7.265,8.265,9.672,9.115,8.79
368,5.671,6.029,5.973,6.287,6.482,8.276,9.639,9.179,10.036
369,5.729,7.153,7.221,7.538,6.505,8.289,8.289,8.146,9.93
370,5.762,6.944,7.259,7.507,7.263,9.225,9.675,9.18,10.182
371,6.737,5.827,6.015,7.208,7.251,9.316,9.622,9.23,9.333
372,6.723,5.826,6.336,6.28,7.278,8.154,9.659,9.219,10.032
373,6.724,5.889,5.952,6.236,6.269,7.899,8.626,8.176,10.164
374,5.771,6.996,6.944,7.496,6.648,8.074,8.695,8.223,10.081
375,5.691,6.925,6.925,7.241,6.659,9.053,9.587,8.203,8.952
376,6.743,6.876,5.882,7.221,7.656,9.028,9.251,9.499,8.974
377,6.763,5.897,5.889,6.182,7.27,9.031,9.58,9.451,10.159
378,6.784,5.936,5.995,6.23,6.265,7.974,9.677,8.233,10.151
379,5.705,6.912,7.064,7.206,6.656,7.961,9.543,8.146,8.964
380,5.764,6.893,7.034,7.189,6.558,9.043,9.552,8.129,8.987
381,6.771,6.812,6.993,7.215,7.687,9.028,8.532,9.41,9.984
382,6.815,5.815,6.007,6.246,7.539,9.079,8.045,9.394,10.041
383,6.814,5.839,6.001,6.198,6.26,8.564,9.032,8.149,10.251
384,5.795,6.795,7.049,7.152,6.225,9.594,9.251,8.165,9.187
385,5.711,6.817,7.045,7.221,6.209,9.243,8.194,8.161,9.195
386,6.725,6.815,7.053,7.152,7.259,9.134,8.205,9.389,9.227
387,6.706,5.801,5.995,6.144,7.608,8.103,9.304,8.225,10.117
388,6.789,5.829,5.991,5.561,6.482,7.931,9.221,8.225,9.189
389,5.791,7.074,7.043,7.081,6.552,9.217,8.68,8.197,9.16
390,5.808,6.877,6.978,7.067,6.545,9.546,8.78,9.468,9.107
391,6.791,6.835,7.004,7.113,7.632,8.279,9.763,9.443,10.368
392,6.761,5.891,6.136,6.129,7.577,8.237,9.625,10.54,9.232
393,6.791,5.849,5.935,6.152,6.475,9.412,8.181,8.242,9.368
394,5.777,6.85,6.903,6.149,6.312,9.36,8.258,8.241,9.491
395,5.721,6.815,6.946,7.139,6.838,9.348,8.212,9.288,10.195
396,5.782,6.858,6.905,7.16,7.579,8.301,9.533,9.794,10.137
397,6.75,5.881,5.911,6.059,7.628,8.237,9.643,9.677,8.982
398,6.768,5.874,6.024,16.286,7.563,8.011,8.655,8.679,9.078
399,5.706,5.966,6.434,6.111,6.695,9.01,8.643,9.284,10.266
400,5.726,6.813,6.984,7.142,6.634,9.158,8.668,9.52,10.118
401,5.751,6.818,6.974,7.159,7.673,8.085,9.706,8.212,8.958
402,6.772,5.885,5.932,6.165,7.661,8.039,9.661,8.201,9.162
403,6.811,5.882,5.983,6.245,7.604,7.924,8.55,9.272,9.112
404,5.772,5.911,5.962,6.192,7.649,8.968,8.583,9.257,10.239
405,5.755,6.83,7.024,7.302,7.598,9.031,9.55,9.245,10.132
406,5.915,6.931,7.292,7.233,7.288,7.908,9.63,8.489,8.921
407,6.858,5.923,5.976,6.201,7.252,7.977,9.517,9.818,8.878
408,6.933,5.897,5.942,6.229,7.719,7.922,8.548,9.845,10.209
409,5.925,5.966,5.967,6.17,8.838,9.06,8.651,9.704,8.804
410,5.803,6.888,7.053,7.157,6.671,9.181,9.7,8.543,8.833
411,5.852,6.871,7.023,7.163,7.223,8.113,9.558,8.622,9.915
412,6.864,5.82,6.623,7.182,7.2,8.335,9.562,8.517,9.961
413,6.845,5.777,5.963,6.165,7.212,8.322,8.569,9.691,9.895
414,7.821,5.789,5.978,6.164,6.263,9.33,8.311,9.706,8.962
415,5.825,6.781,7.042,7.172,6.306,9.123,9.558,8.601,8.97
416,5.825,6.898,7.013,7.192,7.523,9.056,9.551,8.278,10.249
417,6.867,6.827,5.996,7.242,7.186,8.004,9.263,9.453,10.183
418,6.745,5.782,6.08,6.264,7.287,8.221,8.572,9.276,10.044
419,6.893,6.037,6.044,6.191,6.478,9.308,9.684,8.347,8.958
420,5.796,6.814,7.059,7.285,6.6,9.076,9.279,8.499,8.955
421,5.752,6.773,7.489,7.298,6.62,8.929,9.185,9.465,9.874
422,6.779,6.781,7.073,7.506,7.535,7.982,8.565,9.595,9.911
423,6.799,5.879,6.025,6.25,7.529,7.953,8.289,8.376,9.913
424,6.76,5.919,5.999,6.255,6.622,8.953,8.277,8.355,8.921
425,5.769,8.855,6.941,7.456,6.466,8.921,9.223,8.405,8.942
426,5.775,7.077,7.027,7.282,6.629,9.003,9.14,9.684,9.066
427,7.433,7.167,7.145,7.326,7.494,8.017,8.208,9.519,10.083
428,6.755,6.033,6.003,6.221,7.227,9.027,8.082,8.477,10.026
429,6.734,6.071,5.997,6.279,7.192,9.066,8.071,8.46,8.919
430,5.722,7.621,7.057,7.234,6.252,9.016,9.177,8.907,9.007
431,5.7,6.973,7.023,7.231,6.18,8.136,9.031,9.785,9.937
432,6.784,6.878,7.068,7.228,7.178,8.275,8.036,9.839,10.239
433,6.765,5.946,5.723,6.219,7.206,9.54,8.065,9.817,8.959
434,6.774,5.973,5.728,6.298,6.312,9.523,9.168,8.818,8.941
435,5.771,6.966,6.764,6.191,6.224,9.514,9.206,9.674,8.983
436,5.825,6.926,6.738,7.264,6.25,8.545,8.316,9.826,10.123
437,5.777,6.983,6.713,7.242,7.294,8.305,8.232,8.624,10.427
438,6.802,5.912,5.762,6.244,7.276,8.243,8.613,9.718,9.153
439,6.809,5.852,5.666,6.187,7.646,9.29,9.678,9.683,9.167
440,5.808,5.811,7.036,6.226,6.28,9.321,9.541,9.809,9.157
441,5.762,6.784,7.007,7.223,6.486,8.514,10.13,8.799,10.424
442,5.729,6.792,7.122,7.231,7.58,8.296,8.181,9.708,10.436
443,6.822,5.768,5.633,6.259,7.63,8.181,8.15,9.346,9.106
444,6.872,5.796,5.569,6.262,7.633,9.267,9.035,8.674,8.857
445,5.668,5.772,5.647,6.249,6.492,9.287,9.003,8.341,10.258
446,5.737,6.795,6.707,7.266,6.493,8.307,9.0,9.486,10.524
447,5.776,6.854,6.747,7.25,7.594,8.151,8.026,9.371,10.162
448,6.763,5.843,5.762,6.313,7.629,8.21,8.221,9.478,9.019
449,6.713,5.817,5.705,6.31,7.649,8.609,9.285,8.653,10.178
450,5.785,5.882,5.969,6.283,6.622,8.243,9.253,8.688,10.069
451,5.786,6.817,7.072,7.253,6.554,8.318,9.23,9.539,10.139
452,5.701,6.816,7.21,7.3,7.291,9.323,8.573,8.713,9.485
453,6.753,5.815,5.803,8.261,7.557,9.259,8.228,8.702,10.256
454,6.77,5.784,5.706,6.097,7.696,10.133,9.546,8.66,10.278
455,5.775,5.792,5.712,6.168,6.633,8.255,9.146,9.814,10.067
456,5.776,6.733,6.753,7.211,6.623,8.311,9.14,9.915,9.094
457,5.758,6.75,6.765,7.554,7.634,9.329,8.15,8.324,9.096
458,6.729,7.738,5.788,7.244,7.623,9.528,8.274,8.638,9.934
459,6.53,5.847,6.036,6.185,7.667,9.144,9.668,8.625,9.846
460,6.722,5.853,6.027,6.148,6.665,8.116,9.563,9.967,9.889
461,5.729,6.864,7.031,7.158,6.684,8.24,9.602,9.42,8.925
462,5.709,6.906,7.051,7.227,6.575,9.564,8.215,8.214,8.909
463,6.752,6.847,7.984,7.173,7.791,9.215,9.255,8.507,9.082
464,6.84,5.881,5.991,6.164,7.755,8.236,9.592,8.319,10.116
465,6.662,5.853,5.892,6.264,6.655,8.243,8.272,9.457,9.841
466,5.66,6.907,6.982,7.241,6.495,9.31,8.345,9.518,9.16
467,5.644,6.91,6.92,7.221,6.529,9.263,8.574,9.398,9.258
468,6.652,6.87,6.947,7.014,7.521,9.315,9.296,8.465,9.212
469,6.695,5.926,5.876,6.303,7.497,8.574,9.26,8.403,10.221
470,6.712,5.847,5.931,6.279,6.718,9.358,8.302,9.423,9.894
471,5.664,6.839,6.942,7.253,6.606,9.163,8.165,9.676,8.946
472,5.658,6.818,6.93,7.502,6.664,8.031,8.093,9.644,8.948
473,6.698,6.791,6.869,7.5,7.644,8.051,9.156,8.545,8.864
474,6.68,5.793,5.95,6.276,7.664,8.521,9.186,8.483,10.007
475,6.623,5.807,5.92,6.269,6.64,9.517,8.052,9.422,10.368
476,5.648,6.789,7.087,6.275,6.462,9.281,8.211,9.232,9.045
477,5.686,6.765,7.148,7.287,6.242,8.333,8.544,9.504,8.955
478,6.674,6.832,7.185,7.338,7.234,8.242,9.501,8.213,10.235
479,6.718,5.817,5.95,6.206,7.218,8.231,9.524,8.23,9.928
480,6.748,5.887,5.963,6.247,8.257,9.19,8.241,9.499,10.863
481,5.735,5.791,7.186,6.222,6.281,9.117,8.233,9.547,8.957
482,5.726,6.869,6.893,7.206,6.509,8.113,8.147,9.39,9.117
483,5.701,6.903,6.841,7.189,7.725,8.203,9.053,9.43,10.011
484,6.73,5.88,5.828,6.187,7.576,8.358,9.073,8.303,10.003
485,6.682,5.87,5.8,6.319,7.52,9.018,9.158,9.285,10.127
486,5.656,5.915,5.797,6.277,6.633,9.461,8.102,9.281,9.217
487,5.703,6.918,6.756,7.244,6.243,8.282,8.261,8.209,8.883
488,5.711,6.896,7.062,7.272,7.282,8.27,9.156,8.235,9.848
489,6.808,5.948,5.762,6.172,5.667,8.22,9.348,8.244,9.846
490,6.792,5.873,5.84,6.151,7.269,9.253,8.666,9.253,9.921
491,5.781,5.811,5.846,6.167,6.276,9.289,9.659,9.259,8.84
492,5.788,6.796,6.963,7.051,6.526,8.335,9.537,8.333,8.732
493,5.786,6.805,6.836,7.039,7.238,8.262,9.263,8.54,9.851
494,6.761,5.791,5.83,6.148,7.569,9.53,8.103,8.326,9.931
495,6.777,5.805,5.883,6.138,7.642,9.314,9.165,9.622,9.05
496,5.781,5.79,5.865,6.122,6.618,9.264,9.138,9.667,9.0
497,5.767,6.763,6.943,7.078,6.526,8.009,9.171,8.648,9.918
498,5.779,6.824,6.976,7.184,7.594,8.032,8.242,8.638,9.871
499,6.844,5.89,5.665,7.137,7.617,9.128,8.192,8.682,9.997
500,6.785,5.83,5.995,6.117,7.631,9.147,9.043,9.7,9.016
501,6.786,5.812,6.01,6.057,7.475,9.059,8.949,9.25,9.02
502,5.783,6.783,7.056,7.041,7.266,8.093,8.982,8.257,8.983
503,5.772,6.817,7.052,7.134,6.595,8.076,8.198,8.223,10.276
504,6.768,6.836,5.981,7.135,7.612,9.25,9.139,8.277,10.365
505,6.707,5.803,5.907,6.127,7.659,9.545,9.282,9.204,9.288
506,6.704,5.749,5.981,6.067,7.629,9.315,8.233,9.228,8.972
507,5.771,6.814,7.296,7.146,6.483,8.25,8.239,10.235,9.12
508,5.746,6.843,6.993,7.199,6.465,8.542,9.168,8.176,10.627
509,6.863,6.633,6.986,7.174,7.498,9.263,9.122,9.25,10.125
510,6.819,5.805,5.996,6.262,7.635,9.115,8.244,9.24,9.165
511,6.77,5.838,5.935,6.217,6.493,8.965,8.182,9.285,9.103
512,5.759,6.83,7.053,7.181,6.497,7.839,8.181,8.292,8.953
513,5.785,6.826,6.927,7.227,6.61,7.808,9.176,8.305,10.182
514,6.784,6.847,7.01,7.224,7.345,8.844,9.182,9.807,9.749
515,6.722,5.828,5.978,6.231,7.194,8.931,8.109,9.93,8.688
516,6.757,5.927,6.006,6.238,6.224,8.844,8.148,9.557,8.69
517,5.763,6.886,7.036,7.258,6.197,7.885,8.151,8.354,9.735
518,5.794,6.874,7.089,7.212,6.27,7.821,9.05,8.356,9.721
519,7.554,6.861,6.886,7.235,7.265,7.62,9.033,9.361,8.757
520,6.791,5.82,5.991,6.249,7.282,8.848,9.249,9.547,8.887
521,6.777,5.882,5.983,6.209,6.481,8.863,8.244,9.248,10.427
522,5.808,7.476,7.996,6.264,6.246,7.894,8.093,8.685,10.017
523,5.795,6.904,7.042,7.256,6.503,7.866,9.07,9.712,9.951
524,5.784,6.895,6.947,7.624,7.74,7.9,9.239,9.271,8.925
525,6.748,5.951,6.008,6.485,7.723,9.0,9.612,9.503,9.021
526,6.747,5.982,6.03,6.274,7.533,8.968,8.134,8.627,10.025
527,5.743,5.921,7.151,6.175,6.549,7.928,9.655,8.623,9.088
528,5.772,6.857,6.972,7.258,6.63,8.03,9.668,8.643,9.979
529,5.769,6.946,7.002,7.202,7.332,8.102,8.31,9.614,9.856
530,6.729,5.893,5.924,6.226,7.671,9.538,9.554,9.401,9.944
531,6.703,5.933,5.922,6.246,7.667,9.528,9.159,8.526,8.809
532,5.71,5.892,6.008,6.21,6.529,8.291,9.151,8.508,8.972
533,5.67,6.885,7.026,7.229,6.501,8.287,8.212,8.256,9.927
534,5.75,6.934,7.013,7.244,7.257,8.279,8.336,9.236,9.945
535,6.744,5.901,5.984,6.255,7.228,9.338,9.646,9.24,10.197
536,6.748,5.9,5.95,6.264,7.227,9.314,9.543,8.195,8.934
537,5.757,5.913,5.925,6.283,6.236,9.193,9.723,8.3,8.923
538,5.771,6.878,7.097,7.634,6.252,8.229,8.306,8.239,10.417
539,5.772,6.873,7.068,7.278,7.308,9.303,8.156,9.209,10.832
540,6.818,5.825,5.988,7.213,7.253,9.243,9.041,9.231,10.232
541,6.796,5.781,5.964,6.197,7.527,9.354,9.161,8.267,9.256
542,7.777,5.751,5.976,6.161,6.487,8.342,7.968,8.235,9.181
543,5.758,6.775,7.077,7.151,6.485,8.216,7.962,8.144,10.178
544,5.718,6.804,7.119,7.164,7.577,9.608,7.916,9.187,10.183
545,6.726,6.822,5.989,7.281,7.57,9.535,8.99,9.279,8.998
546,6.746,5.831,5.97,6.189,7.814,8.536,8.933,8.237,8.891
547,6.702,5.883,5.96,6.262,6.272,8.243,8.025,8.283,9.995
548,5.746,6.866,7.171,7.538,6.61,9.113,8.036,9.232,10.005
549,5.751,6.908,6.887,7.552,6.53,9.162,9.021,8.253,9.072
550,6.815,6.861,6.905,7.289,7.295,9.028,9.036,9.299,8.923
551,6.759,5.943,5.914,6.286,7.636,7.975,8.042,9.281,8.962
552,6.773,5.936,6.017,6.281,7.601,9.033,8.014,9.26,10.035
553,5.773,6.907,7.193,7.586,6.522,9.034,8.204,8.567,10.175
554,5.76,6.914,7.172,7.142,6.833,9.132,9.162,8.562,8.984
555,6.791,6.886,7.158,7.177,7.683,8.271,9.284,9.605,8.859
556,6.791,5.932,5.977,6.143,7.653,8.131,10.182,9.489,8.794
557,6.766,5.861,6.049,6.145,6.301,9.454,8.182,8.786,10.129
558,5.769,6.784,7.165,6.916,6.522,9.37,8.249,9.757,9.905
559,5.775,6.832,7.069,7.181,6.277,8.216,9.421,9.692,9.942
560,6.762,6.748,7.005,7.161,7.282,8.189,9.772,9.398,8.959
561,6.74,5.787,5.996,6.154,7.552,8.261,9.746,8.552,8.825
562,6.79,5.795,5.989,6.151,6.638,9.295,8.649,9.464,10.009
563,5.802,6.841,6.927,6.217,6.631,9.347,8.738,9.808,10.071
564,5.766,6.843,6.994,7.183,6.657,8.109,9.728,9.544,10.056
565,5.769,6.796,6.945,7.246,7.757,7.94,9.832,8.264,8.993
566,6.781,5.794,5.938,6.174,7.544,7.969,9.791,8.269,9.008
567,6.782,5.836,6.011,6.093,7.612,9.006,8.355,8.514,9.862
568,5.718,5.852,7.005,8.496,6.523,7.953,8.351,9.632,9.883
569,5.821,6.827,7.039,7.669,6.623,8.01,9.658,9.626,10.041
570,5.8,6.933,6.925,7.244,7.605,8.28,9.694,8.678,8.919
571,6.789,5.806,5.915,6.216,7.514,9.268,9.276,8.305,10.061
572,6.756,5.831,5.995,6.281,7.226,8.984,8.157,8.497,10.06
573,5.785,5.836,6.011,6.28,6.271,10.041,9.211,9.616,10.052
574,5.703,6.857,6.983,7.209,6.535,8.211,9.018,9.653,8.984
575,5.752,6.894,6.984,7.143,7.632,9.35,9.118,8.582,8.999
576,6.781,5.945,5.935,6.183,7.63,9.178,8.029,8.64,10.123
577,6.787,5.955,5.951,6.167,7.628,9.08,8.009,8.285,10.837
578,5.706,6.01,6.082,6.174,6.615,8.092,8.022,9.622,9.882
579,5.782,6.675,7.025,7.225,6.898,8.329,9.024,9.269,9.039
580,5.764,6.878,6.929,7.285,7.781,9.315,9.001,8.501,9.176
581,6.732,5.794,5.869,8.253,7.763,9.262,8.037,8.44,9.045
582,6.718,5.808,5.861,6.224,7.745,9.29,8.047,8.64,10.145
583,5.801,5.784,5.995,6.214,6.629,8.052,9.067,9.296,10.267
584,5.678,6.87,6.903,7.194,6.666,7.846,9.029,9.245,8.952
585,5.652,6.872,6.925,7.298,7.661,8.814,8.019,9.243,8.962
586,6.665,7.79,6.02,7.194,7.632,8.929,8.198,8.227,10.07
587,6.685,5.819,5.952,6.224,7.269,8.89,9.26,8.252,10.044
588,6.643,5.815,5.987,6.227,6.256,7.855,8.565,9.557,9.018
589,7.962,6.888,7.016,7.207,6.585,7.939,9.256,9.581,8.964
590,5.729,6.834,7.104,7.185,6.252,8.916,9.27,9.604,8.953
591,6.732,6.857,8.008,7.216,7.292,8.893,8.082,8.281,10.174
592,6.725,5.892,6.037,6.192,7.603,7.856,9.159,8.223,9.062
593,6.712,5.857,6.017,6.196,6.594,7.944,8.999,9.384,9.955
594,5.7,6.922,6.923,7.232,6.319,8.033,9.001,9.232,9.883
595,5.66,6.923,7.015,7.257,6.64,9.3,8.034,8.174,10.848
596,6.694,6.825,7.051,7.257,7.818,9.263,8.048,9.192,8.905
597,6.69,5.841,5.988,6.249,7.477,8.232,9.09,9.14,8.812
598,6.656,5.881,6.044,6.318,6.479,8.305,9.065,9.201,14.456
599,5.673,6.933,7.007,7.296,6.534,8.328,9.188,8.119,9.911
600,5.689,6.891,7.095,7.492,6.592,9.253,8.551,8.182,9.942
601,6.714,6.787,7.005,7.51,7.584,9.276,9.685,8.988,9.058
602,6.696,5.831,6.103,6.514,7.643,8.565,9.664,9.163,9.01
603,6.774,5.847,6.029,6.278,6.632,8.305,8.595,9.169,10.012
604,5.795,6.883,7.156,6.285,6.629,8.255,8.618,8.183,10.221
605,5.777,6.907,7.001,7.378,6.622,9.037,9.255,8.169,10.0
606,6.778,6.852,7.188,7.507,7.646,9.163,9.291,8.166,8.804
607,6.778,5.848,5.99,6.241,7.684,8.077,9.25,9.154,8.818
608,6.708,5.831,6.011,6.184,8.624,8.332,8.053,9.214,10.255
609,5.785,5.839,6.954,6.25,6.537,8.212,8.283,8.248,10.007
610,5.693,6.939,7.02,7.209,6.623,9.108,9.172,8.208,10.031
611,5.69,6.799,6.935,7.197,7.644,9.166,9.149,10.24,9.018
612,6.723,5.85,5.915,6.136,7.289,8.134,9.522,8.746,10.132
613,6.731,5.919,5.996,6.182,7.274,7.994,8.196,8.606,10.527
614,5.773,5.876,6.052,6.253,6.312,8.024,8.142,7.693,8.871
615,5.767,6.857,7.041,7.275,6.508,9.318,8.282,7.739,8.889
616,5.749,6.888,7.102,7.5,7.841,9.282,9.607,7.635,9.933
617,6.74,5.843,6.007,6.213,7.665,9.557,9.654,8.653,9.872
618,6.764,5.911,6.031,6.212,7.662,8.302,8.781,8.644,8.948
619,7.993,5.865,6.051,6.148,6.637,8.274,8.577,8.168,8.618
620,5.769,6.804,7.114,7.199,6.629,9.336,8.651,8.145,8.929
621,5.78,6.818,7.023,7.199,7.642,9.249,9.206,8.25,9.872
622,6.729,5.794,6.038,6.256,7.636,9.534,9.163,9.202,9.913
623,6.749,5.857,6.012,6.282,7.64,8.533,8.092,9.194,9.017
624,5.776,5.902,5.986,6.282,6.634,8.556,8.226,10.52,9.179
625,5.78,6.836,6.931,7.574,6.232,9.559,8.258,7.678,9.213
626,5.737,6.81,7.5,7.279,7.175,9.537,9.217,8.865,10.173
627,6.725,5.852,6.031,7.521,7.183,9.305,9.284,8.98,10.207
628,6.677,5.833,6.033,6.252,7.177,8.356,8.267,9.649,9.0
629,6.698,5.853,6.002,6.29,6.295,8.331,8.697,8.259,9.052
630,5.771,6.852,7.153,7.278,6.256,9.305,8.545,8.304,10.069
631,5.74,6.887,7.134,7.273,6.233,9.225,9.234,9.239,10.002
632,6.794,6.927,6.017,7.305,7.257,9.134,9.261,9.209,8.973
633,6.686,5.936,5.942,6.243,7.267,8.014,9.612,8.18,8.925
634,6.687,5.985,5.936,6.244,6.314,8.094,8.655,8.231,9.974
635,5.728,6.949,6.91,7.246,6.506,9.179,9.613,9.334,9.952
636,5.708,6.851,6.973,7.266,6.595,9.113,9.661,9.299,10.049
637,6.687,6.798,6.998,7.3,7.644,9.201,9.616,9.594,8.989
638,6.634,5.855,6.06,6.221,7.489,8.093,8.71,8.494,9.015
639,6.789,6.113,6.074,6.239,9.916,8.145,8.877,9.398,10.019
640,5.675,7.057,6.991,7.505,6.63,8.302,9.672,8.925,9.865
641,5.65,7.022,6.961,7.265,6.643,9.172,9.545,8.64,9.896
642,6.656,6.982,6.24,7.511,7.788,8.546,9.759,8.623,8.795
643,6.816,5.932,6.034,6.233,7.626,8.246,8.559,8.647,8.757
644,6.823,6.087,5.986,6.231,6.641,8.031,9.303,9.537,9.712
645,5.679,7.516,7.55,7.732,6.607,9.163,9.17,9.304,9.655
646,5.684,7.039,6.989,7.278,6.485,8.973,8.262,8.28,9.706
647,6.7,7.017,7.041,7.272,7.26,8.17,9.047,8.257,8.871
648,6.705,5.982,6.002,6.433,7.252,7.977,9.056,8.053,8.947
649,6.772,6.145,5.981,6.203,6.157,7.887,9.003,9.003,9.963
650,5.691,6.998,6.915,6.288,6.516,8.883,8.108,9.008,9.878
651,5.732,6.95,6.883,7.477,6.496,8.988,8.102,8.025,9.928
652,5.697,6.938,6.936,7.499,7.268,8.514,8.952,8.152,8.933
653,6.782,5.938,6.005,6.246,7.482,8.35,9.008,8.24,8.928
654,6.832,5.971,5.996,6.255,7.673,9.344,8.036,9.088,10.087
655,5.757,6.029,6.992,6.211,6.631,9.294,8.061,9.263,10.072
656,5.714,6.986,7.062,7.234,6.624,9.255,9.037,8.241,10.181
657,5.682,6.905,7.172,7.539,7.622,8.249,8.986,8.236,8.964
658,6.732,5.88,6.085,6.118,7.496,8.266,8.003,8.474,9.035
659,6.766,5.9,6.091,6.203,7.52,9.283,8.072,9.209,10.262
660,5.784,5.918,5.973,6.152,6.277,8.961,8.074,8.979,10.197
661,5.753,6.856,6.968,7.292,6.387,7.89,9.048,8.039,8.939
662,5.772,6.825,6.784,7.279,7.333,7.801,9.03,7.968,9.117
663,6.814,5.919,6.037,6.213,7.321,8.872,8.058,9.108,10.226
664,6.85,5.889,5.942,6.25,7.35,8.911,8.01,9.273,10.23
665,5.686,5.837,5.984,6.281,6.658,8.885,9.035,9.217,9.075
666,5.704,6.852,7.065,7.27,6.556,7.901,9.106,8.352,9.243
667,5.739,6.832,7.09,7.189,7.802,9.017,10.015,7.658,9.034
668,6.711,5.798,6.084,7.194,7.643,8.934,8.072,9.092,10.17
669,6.751,5.825,6.074,6.053,7.661,7.98,8.031,9.086,10.008
670,7.723,5.83,6.111,6.228,6.511,7.915,9.019,9.024,9.096
671,5.733,6.822,7.055,7.22,6.629,8.897,9.023,9.514,9.363
672,5.784,6.857,7.303,7.262,7.694,8.863,9.028,7.814,9.312
673,6.761,6.9,6.139,7.311,7.501,9.085,8.084,8.411,10.282
674,6.684,5.873,6.068,6.361,7.67,7.977,8.115,9.262,10.141
675,6.666,5.889,6.125,6.323,6.523,8.026,9.144,9.268,10.055
676,5.68,6.837,7.115,7.719,6.615,8.216,9.189,8.65,9.127
677,5.691,6.826,6.945,7.622,6.231,9.252,8.256,8.474,8.988
678,6.684,6.883,7.009,7.742,7.243,9.247,9.076,9.288,10.101
679,6.67,5.856,6.052,7.665,7.303,7.99,9.033,9.176,10.11
680,6.729,5.894,6.014,6.276,6.64,7.99,9.094,9.43,10.134
681,5.675,6.887,7.0,7.512,6.569,7.953,8.146,8.652,8.902
682,5.709,6.893,7.021,7.534,6.629,8.987,9.212,8.711,9.134
683,6.795,6.943,7.179,7.271,7.274,9.145,9.262,9.811,10.206
684,6.802,5.86,6.048,6.182,7.654,7.985,9.16,9.786,10.187
685,6.757,5.92,6.012,6.274,6.501,7.874,8.205,9.684,9.299
686,5.776,6.827,7.047,7.427,6.488,7.883,8.02,8.518,9.029
687,5.787,6.831,7.016,7.384,6.612,8.866,9.054,8.443,10.298
688,6.712,6.806,6.995,7.38,7.513,7.93,9.052,8.421,10.181
689,6.805,5.836,6.987,6.422,7.525,8.091,8.162,9.656,10.146
690,6.782,5.838,6.013,6.39,6.568,8.187,8.282,8.718,9.182
691,5.731,6.799,6.924,6.333,6.616,9.292,8.279,8.835,9.915
692,5.784,6.801,6.985,7.406,6.634,9.208,9.626,9.728,10.088
693,5.779,6.802,6.991,7.366,7.641,10.247,9.674,8.637,8.979
694,6.783,5.839,5.979,6.29,7.664,8.171,8.587,8.542,8.985
695,6.782,5.844,6.069,6.289,7.507,9.258,8.569,8.633,8.982
696,5.753,5.856,6.972,6.313,6.628,9.307,8.273,9.547,10.184
697,5.772,6.829,7.016,7.251,6.52,9.071,9.57,9.282,10.039
698,5.713,6.795,7.057,7.348,7.521,8.026,9.651,8.514,8.878
699,6.729,5.843,6.026,6.375,7.672,8.249,8.243,8.676,9.034
700,6.719,5.819,6.028,6.222,7.635,9.237,8.152,8.566,9.143
701,5.744,5.828,5.919,6.227,6.509,9.106,9.621,9.672,10.144
702,5.724,6.872,7.001,7.239,6.276,9.341,8.689,9.469,10.137
703,5.793,6.828,7.018,7.231,7.261,8.194,8.561,9.641,9.05
704,6.809,5.835,6.018,6.196,7.628,8.191,9.157,8.287,9.224
705,6.725,5.855,5.978,6.376,7.628,9.302,9.22,7.547,8.888
706,5.683,5.869,5.885,6.323,6.615,9.307,8.208,9.304,9.793
707,5.695,6.919,6.909,7.295,6.618,9.499,8.197,9.284,8.923
708,5.705,6.826,6.924,7.25,7.64,8.365,9.325,9.312,8.879
709,6.827,5.939,5.938,8.148,7.705,8.298,9.654,8.647,8.964
710,6.781,5.887,5.987,6.018,7.656,9.542,9.742,8.642,10.564
711,5.763,5.94,6.011,6.031,6.607,9.619,8.281,9.624,10.036
712,5.768,6.91,7.067,7.105,6.242,9.349,8.627,9.269,11.111
713,5.758,6.908,7.011,7.126,7.495,8.545,9.648,9.233,8.989
714,6.783,7.843,5.95,7.146,7.681,8.561,9.572,9.626,8.92
715,6.776,5.855,5.984,6.163,7.515,9.126,9.675,9.637,10.101
716,6.722,5.864,5.979,6.174,6.244,9.039,8.547,9.3,9.906
717,5.779,6.893,6.951,7.207,6.212,7.967,9.529,8.275,8.928
718,5.777,6.907,7.038,7.16,6.259,7.969,9.652,9.233,10.167
719,5.507,6.962,8.075,7.214,7.209,8.001,9.68,9.187,10.078
720,6.758,5.887,5.998,6.191,7.249,9.281,8.623,9.24,8.996
721,6.719,5.857,6.007,6.217,6.231,9.201,8.616,8.224,10.068
722,5.784,6.846,7.008,7.24,6.265,8.118,9.617,8.139,10.074
